bikes/bike01.jpg,3,30,410,410
bikes/bike02.jpg,14,85,381,323
bikes/bike03.jpg,60,138,346,410
bikes/bike04.jpg,0,0,416,415
bikes/bike05.jpg,67,50,357,346
bikes/bike06.jpg,60,140,346,407
bikes/bike07.jpg,54,200,300,416
bikes/bike08.jpg,53,0,389,354
bikes/bike09.jpg,2,5,381,408
bikes/bike10.jpg,140,129,376,407
bikes/traffic01.jpg,0,0,0,0
bikes/traffic02.jpg,0,0,0,0
bikes/traffic03.jpg,0,0,0,0
bikes/traffic04.jpg,0,0,0,0
bikes/traffic05.jpg,0,0,0,0
bikes/traffic06.jpg,0,0,0,0
bikes/traffic07.jpg,0,0,0,0
bikes/traffic08.jpg,0,0,0,0
bikes/traffic09.jpg,0,0,0,0
bikes/traffic10.jpg,0,0,0,0
